id_review,business_id,stars,review_date,text_review,positive_sentiment,neutral_sentiment,negative_sentiment,negativ_sentiment
24226,96,1,2019-05-12,"I've been to this location twice.  The first time I ordered at the speaker, pulled up to the window, and waited for over five minutes. No one came to get my money or to bring me my food, so I pulled off. 
Yesterday the parking lot was empty, and I only needed a quick drink, so I tried again. I ordered a small Diet Coke and a medium water.  I was told my total was $4.50. I got to the window and questioned it because that seemed high for a small drink and a water.  One of the employees tried to fix it in the register and was then berated by the other ""Why did you do that? Why did you touch that screen?"" It went on for several minutes. They then yelled at each other about how they had to charge me for a second full drink like iced tea because water isn't free.  My total didn't change, and I was asked for the $4.50.  The whole interaction made me feel so uncomfortable that I told them I'd get my drink somewhere else.",0,1,0,0
24227,107,1,2019-06-14,I always give this location the benefit of the thought and every time they fail. I know it's fast food but how many tries does it take to get an order right.,0,1,0,0
24228,95,5,2019-05-01,Chick fil is great but this particular store I come to a lot and the staff is super nice and the restaurant is always clean and no matter how busy it is they will get you your food fast.,1,0,0,0
24229,97,1,2018-11-17,"Had my second bad experience there tonight.  This time I ordered online and went to pick it up and they were out of everything.  I will not go back again.  Manager could care less, cashier was clueless and continually brushing her hair with her hand. This place is a mess.",0,1,0,0
24230,96,2,2019-11-11,"Went to this location yesterday around noon. Where do I begin. They were not busy, AT ALL, so my terrible experience cannot be ""excused"" by saying they were just overwhelmed from being so busy. The place was practically empty. It was me and a friend, so it's not like we were a big group. It was just two people. They took his order, and walked away from the counter. Didn't come back to take my order for another 12-15 minutes...and he had to ask for his cup to get his drink. When they were taking my order, cashier about charges me for FOUR orders. I ordered one thing and they told me it was $28.00. Nope....check again. I ordered a 3 piece chicken ($6 lunch) and upgraded to a small blizzard. Got it with gravy, they gave me honey mustard. I had to go up there and wait another 7-10 minutes to get that fixed. Then, when I was finished eating...I had to go BACK up there and get my blizzard made. And let me add this....there was a lady int here and they messed her order up too. There was also a family of three and they messed their orders up too. Every person in that place (total of 6 people)....they messed up EVERY. SINGLE. ORDER. My goodness. Terrible experience.",0,1,0,0
24231,100,1,2019-05-23,Awful  service.  They always run out of lettuce. Poor management.  Always a long wait Bad customer service,0,1,0,0
24232,94,1,2019-03-06,They closed five minutes early they aren't a good Taco Bell. Del taco is better anyways.,1,0,0,0
24233,95,5,2017-07-12,One of my favorite fast food restaurants the people working there are always happy and upbeat. Love the deluxe chicken sandwich along with the spicy one as well. My favorite sauces are the Polynesian and the chick-fil-a sauce. I just wished they still had cole slaw and carrot raisin salad.,1,0,0,0
24234,99,4,2019-11-27,Everytime i come to this location. I love the customer service and the line goes quick.,1,0,0,0
24235,97,2,2019-01-27,"Pickup order wasn't ready until 10 minutes later than the pickup window. That's despite nobody being in line and only 2 other people in the restaurant.  They were out of ingredients, the person making everything was rude. Giving more than one star because I'm assuming the food will taste better than trash. Haven't tried it yet, just writing this review out of frustration now before even getting home. Would have left if I didn't make the mistake of already paying online.",0,1,0,0
24236,105,2,2019-08-25,"Not clean, and also not very friendly or helpful staff. And don't like that the scary, I assume homeless men hanging out at the tables by the bathroom.",0,1,0,0
24237,96,1,2019-06-04,"This location is the slow, dirty and the employees are rude! It's a wonder they stay in business. I'll be driving the extra few miles to get my ""fix"" to the 100 South location. There is no reason to give the 70S your business unless you like poor treatment, poor product ... in a dirty store.",0,1,0,0
24238,96,1,2019-07-29,"It was not good. I tried this for the first time today, and I really think that Dairy Queen should stick to what they know, which is soft serve ice cream and Blizzards. They do a terrible job with food. Quite honestly, I've had better food at truck stops. MUCH better food at truck stops. And also, this was an extremely expensive lunch for what it was. I spent almost $9 here for lunch and that was WITH a coupon. The cheeseburger I got was absolutely disgusting. I've had cheeseburgers that were frozen that tasted better. It tasted like something that was a week old that had been peeled off the floor and then reheated. It's honestly the most terrible cheeseburger I've ever had in my life. The onion rings really were pretty good, but not as good as what they were charging. Those were the best part of the actual meal though. I also got a Blizzard, which of course was delicious, because this is what Dairy Queen is known for. So I liked the Blizzard. When I got to my car, and I do mean literally the second I sat back into my car after I got my food, I got an email notification on my phone for my birthday buy one get one free Blizzard. It actually really annoyed me because I had just bought my food and spent $9 for this ridiculous meal that included a Blizzard and then I get this coupon for a buy one get one free. Which of course I couldn't use because I had already paid. I probably won't return to Dairy Queen even though I have this coupon, because the food was so bad. Like it was really inedible. I just don't want to give them anymore of my money after this experience, and I wouldn't recommend this place to anyone...unless of course you're going there to ONLY get the ice cream. PLEASE,  if you value your life, don't get the food. My stomach still hurts from this very expensive lunch that basically didn't even rise to the level of fast food. Oh, and the girl there told me they don't even give points credit in the app for the purchase!",1,0,0,0
